type,title,isAdult,startYear,runtimeMinutes,isDrama,isComedy,isShort,isDocumentary,isTalkShow,isRomance,isFamily,isNews,isAnimation,isRealityTV,isMusic,isCrime,isAdventure,isGameShow,isMystery,isSport,isFantasy,isHorror,isThriller,isSciFi,isHistory,isBiography,isMusical,isWestern,isWar,isFilmNoir,averageRating,numVotes,directorsExperience,actorsExperience,producersExperience
short,Cloacinae,False,2017,25,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,6,3,0,0
movie,Mi fantasma y yo,False,1988,90,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.9,10,96,1469,0
tvMovie,Troche wielkiej milosci,False,1976,45,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,8,13,164,0
movie,Girls! Girls! Girls!,False,2011,75,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.3,33,84,377,0
short,A Midsummer Night's Rewrite,False,2006,25,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,11,2,237,5
short,Tabu,False,2012,28,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,12,9,109,22
tvMovie,The Spanish-American War: First Intervention,False,2007,180,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.6,13,17,53,0
short,The Lady Lovelace Deception System,False,2002,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,15,10,129,30
tvSpecial,The Dean Martin Celebrity Roast: George Burns,False,1978,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,33,119,2796,0
tvMovie,Teachers,False,2008,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,11,6,59,6
short,Seven Miles Alone,False,2005,17,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,16,14,26,1
movie,Stranded N Dangriga,False,2013,75,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,62,42,6,0
short,Campo de Víboras,False,2016,20,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,41,0,764,25
tvMovie,Le fils du comique,False,2015,100,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,7,18,176,0
movie,Embargo,False,2017,85,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.0,9,2,352,0
movie,Lada Kamenski,False,2018,71,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,36,34,364,14
short,?!,False,2002,20,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.8,6,8,8,1
video,A Taste of Victoria,True,1990,60,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,6,0,0,0
movie,3 pejantan tanggung,False,2010,82,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.6,11,11,80,70
movie,Martha Jellneck,False,1988,90,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,16,125,319,0
movie,Une vie de prince,False,1999,80,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,9,0,162,0
movie,South Dakota,False,2017,127,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,41,1,115,0
tvSpecial,Billy Crystal: A Comic's Line,False,1984,59,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,9,669,641,21
tvMovie,Jellies,False,2013,61,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,7,0,0,0
tvSpecial,Green Lantern: An Exclusive Look,False,2011,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,8,98,903,34
tvMovie,When Pat Phoenix Met Tony Booth,False,2002,60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7.4,8,21,2027,0
short,4u,False,2006,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.2,16,4,3,0
movie,6=0 Homeostética,False,2008,60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.7,10,26,32,0
video,Mariah Carey: Always Be My Baby,False,1996,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,20,0,512,0
movie,Doña Macabra,False,1972,110,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,6.1,39,55,1833,0
tvSpecial,Micha Wertheim: Voor gevorderden,False,2008,99,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,25,0,13,0
short,DVD,False,2006,17,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,114,8,356,0
short,#Vengeance Is Mine,False,2013,15,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,6,0,47,0
movie,Boys of Summerville,False,2008,96,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,49,8,27,0
short,Two Million Tears: Africa's Silent Epidemic,False,2009,27,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.8,8,0,0,2
movie,Kirik Party,False,2016,159,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.5,3161,6,71,2
short,HALLOWEEN: The Rebirth of Michael Myers,False,2015,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,5.6,14,1,6,0
movie,Shalom Pharao,False,1982,80,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,11,8,278,66
video,The Perfect Secretary: Training Day,True,2010,146,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,17,81,4194,0
tvMovie,RIP 2002,False,2002,52,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,24,5,884,0
movie,Baler,False,2008,116,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.9,70,11,2418,923
movie,Le correspondant,False,2016,86,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,87,3,317,105
movie,Lulu in Berlin,False,1984,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,78,40,49,0
movie,Sky High,False,2012,70,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,10,1,1,1
short,Mara & Chen,False,2016,14,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,5,0,17,0
short,Gównojady,False,2014,18,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,12,1,46,0
movie,Romeo,False,2018,86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.0,14,0,36,0
movie,The Player,False,1992,124,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,48012,291,3001,83
video,Breast in Class 2: Counterfeit Racks,True,2011,273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,13,0,9514,0
tvMovie,Cruel Sea: The Penlee Disaster,False,2006,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.9,21,23,214,0
short,Numbers Guy,False,2014,30,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9.0,6,1,0,0
short,The Sharpest Knife,False,2012,8,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.5,6,0,60,0
short,The Captain,False,2008,5,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,6,0,132,0
short,Jack & Jill,False,2012,12,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,9,21,15,1
video,Art of Romance 2,True,2014,129,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,8,183,3521,0
movie,El cine de Maite,False,2008,93,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.6,11,1286,739,0
video,"Playboy: Sexy Lingerie VI, Dreams & Desire",False,1994,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,57,78,70,100
video,Chappie: Arms Race - The Weapons and Robots of 'Chappie',False,2015,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,5,0,574,0
tvMovie,Jungle Shark,False,2016,42,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,6,0,454,20
movie,God and Gays: Bridging the Gap,False,2006,90,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,28,2,254,0
movie,"Chicks, Man",False,2000,93,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,98,8,34,1
short,Depravity,False,2009,13,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,8,0,56,0
video,The Rising,True,1987,87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,9,5,2573,0
video,En Animales,False,2009,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.1,9,37,45,0
tvMovie,24 Hours on Earth,False,2014,48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,30,0,123,5
movie,Don't Stop Dreaming,False,2007,104,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.7,59,0,943,6
movie,O patouhas,False,1972,89,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,30,49,181,0
short,Abel's Wheels,False,2009,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,9,3,80,0
video,"Crosby, Stills & Nash: The Acoustic Concert",False,2004,80,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.1,14,183,191,278
video,Curse of the Cat Woman,True,1991,71,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,177,0,2245,0
movie,Third on a Match,False,2009,110,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.2,22,0,18,0
short,Today's Going to Be a Good Day,False,2016,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,7,0,12,0
movie,El pájaro con suelas,False,1989,90,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,6,59,405,11
movie,Refúgio e Evasão,False,2014,66,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,8,16,0,0
movie,To Hell with a Bullet,False,2013,107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3.9,52,0,114,0
video,Bachelor Party 2: Analysis of a Stripper Fight,False,2008,104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,27,46,548,0
tvSpecial,A Russell Peters Christmas Special,False,2011,44,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.9,265,283,1568,0
movie,Palace,False,1995,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,143,0,798,0
short,Adam's Tallit,False,2010,17,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,5,7,187,3
movie,The Signs of the Cross,False,2005,90,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,26,0,1318,0
video,Science Bastard,False,2002,25,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.7,9,5,5,3
short,Strongerable,False,2003,18,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,11,18,25,0
movie,Revenge,False,2000,94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.4,205,12,433,94
short,Proch,False,2017,24,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,9,4,0,0
short,Il mutilato,False,2009,5,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,6,14,0,0
movie,Confessions,False,2014,92,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.2,6,6,105,0
movie,Life Imitation,False,2017,82,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,6,1,0,0
short,"Corre, Adrián",False,2004,16,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,11,8,158,0
video,Disease Is Punishment,False,2004,54,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,11,8,250,1
short,Mirrors,False,2007,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,5,4,9,14
movie,Lara,False,2002,107,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5.7,58,0,2559,0
video,Decameron: Two Naughty Tales,True,2005,74,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,5,28,83,0
short,Inside Voices,False,2014,12,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.4,9,54,93,0
short,Guerillere Talks,False,1978,28,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,25,0,75,0
short,The Birthday Present,False,2012,15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,5,15,176,0
movie,The Killer,False,1989,111,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,42237,155,267,0
short,Swerve,False,1995,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,17,1,177,0
video,The Making of 'Zulu':...and Snappeth the Spear in Sunder,False,2002,25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,11,38,244,8
video,Come Dancing with the Kinks,False,1986,36,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,20,179,95,0
short,Gacha Gacha,False,2018,14,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.4,8,26,6,0
movie,Romeo & Radhika,False,2016,160,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1,10,1,6,1
short,Giant Monster Playset,False,2012,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.1,8,1,4,0
movie,Uyaniklar dünyasi,False,1985,71,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,111,150,402,31
movie,Wishful Thinking,False,1990,94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,27,0,739,70
short,Dog Baseball,False,1986,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,24,22,0,0
movie,La città invisibile,False,2010,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,14,1,93,1
video,Mexican Garañon,False,2014,106,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,6,9,180,0
tvSpecial,MiDaChi: Veinte años no es nada,False,2003,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,10,0,1065,0
movie,Dv,False,2013,70,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2.5,15,0,26,32
movie,Taken by Storm: The Art of Storm Thorgerson and Hipgnosis,False,2013,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,8.8,9,5,227,25
movie,The Distinct Smell of Red,False,2000,81,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,9,1,77,0
movie,Papa Kahte Hain,False,1996,143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.1,154,77,306,18
short,Zombirella,False,2009,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,6.0,7,1,4,0
tvSpecial,Hans Liberg: Nu ook voor vrouwen,False,1996,108,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,5,0,23,0
movie,Forecast,False,2008,97,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,303,36,149,5
movie,Sandik,False,2018,96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.2,78,0,7,0
movie,Bad Girl,True,1983,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.4,7,12,1533,1
short,Vacant Possession,False,2003,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,8,0,9,2
movie,The Dreamfinders,False,2016,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.2,5,1,6,0
short,Outcasts,False,2003,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.3,6,1,7,1
short,Work of Art: the Power Within,False,2013,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.8,5,0,47,0
short,The Procedure,False,2008,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.3,11,13,42,51
short,Waiting for Woody,False,1998,30,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,166,0,1782,0
short,The Footage 10,False,2016,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3.7,20,0,194,0
video,Lionel Richie: Do It to Me,False,1992,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,9,177,234,0
short,Papa's Prince,False,2013,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.6,5,1,15,0
movie,Macken - Roy's & Roger's Bilservice,False,1990,92,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,829,0,279,94
short,Noémie,False,2008,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,7.6,7,3,3,3
short,Mama's Boy,False,2016,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.2,9,3,21,0
short,A Matter of Perspective,False,2017,28,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.9,36,1,48,0
short,Tilt,False,2003,36,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,34,12,102,48
short,976-Lars,False,2005,19,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,29,1,75,0
short,The MacGu Movie,False,2017,13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.8,8,0,4,0
short,Teddy Bears are for Lovers,False,2016,12,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.0,41,9,66,0
short,Doghouse,False,2015,14,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.0,13,106,80,12
short,Hunger,False,2009,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.3,19,3,99,25
short,Oculor,False,2015,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.7,9,7,3,0
video,Serving Seconds: The Making of 'Eating Out 2',False,2007,11,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,14,60,76,8
short,Examen,False,2006,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.7,34,18,61,0
movie,Broken Highway,False,1993,98,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,29,3,407,21
tvSpecial,"The Bill Cosby Special, or?",False,1971,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.3,6,0,1793,0
short,Seeking Wellness Part Three: Malignant Love,False,2008,20,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.4,14,16,5,0
video,Happy Tree Friends: Mole in the City,False,2005,5,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1,100,8,8,0
short,NEMESIS,False,2017,14,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.0,12,4,4,0
short,Le métronome,False,2013,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.3,7,204,441,0
short,The Last Secret,False,2001,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,13,4,6,0
movie,Real Boy,False,2016,72,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,358,6,0,0
short,Under the Acorn Tree,False,2012,9,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,5,0,40,0
short,Darkness Minus Twelve,False,2004,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,22,36,655,0
short,Natan,False,2003,13,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,5,5,4,0
tvMovie,Das geheime Leben meiner Freundin,False,2005,89,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,20,38,633,231
video,P.O.E.,False,2011,85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1.9,24,14,26,0
movie,From the 50 Yard Line,False,2007,94,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,132,1,1,4
short,Magnus - en vårdag,False,2013,18,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,10,0,1,4
movie,Down the Fence,False,2017,94,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,28,1,0,0
short,It Came by Moonlight,False,2009,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8.2,19,21,58,0
short,Minion Ways to Die,False,2015,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.6,25,0,32,0
short,Light Years,False,2008,15,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,58,6,131,7
movie,Der Letzte Coup,False,2008,135,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.3,7,0,13,0
short,The Mega Plush,False,2013,4,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3,12,1,0,0
movie,Dead Tides,False,1996,100,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.8,245,0,359,7
short,Donald and Jess,False,2015,13,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.4,36,184,555,41
short,Aero,False,2014,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,9,8,41,0
movie,Under Jakob's Ladder,False,2011,103,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.5,28,10,336,0
